Labor Category Entry Name|Description|InactiveFlag|Labor Category Name
40688352_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40688364_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40688392_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40688719_0|P-009247-STAFF PHARMACIST 2-SDMED|0|Position_Record_Number
40688742_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40688757_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40688774_0|P-008916-VOC NURSE SR-SDCMP|0|Position_Record_Number
40688777_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40688814_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40688848_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40688924_0|P-009298-TELEMETRY TCHN-SDMED|0|Position_Record_Number
40688927_0|P-004493-PAT REL PROFL 3 CX-SDMED|0|Position_Record_Number
40689001_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689078_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689079_0|P-006875-CLIN APPL TRAINER 4-SDMED|0|Position_Record_Number
40689128_0|P-008930-SURGICAL TCHN SR-SDMED|0|Position_Record_Number
40689157_0|P-007589-PB Second Level Reviewer-SDCMP|0|Position_Record_Number
40689169_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40689177_0|P-009022-RADLG TCHNO SR-SDCMP|0|Position_Record_Number
40689178_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689191_0|P-009293-PHLEBOTOMIST CERT TCHN 2-SDMED|0|Position_Record_Number
40689287_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689290_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40689325_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689369_0|P-009251-Patient Service Representative-SDMED|0|Position_Record_Number
40689375_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689376_0|P-009313-CLIN SOCIAL WORKER 3-SDMED|0|Position_Record_Number
40689383_0|P-008980-HOSP LAB TCHN 1 PD-SDMED|0|Position_Record_Number
40689421_0|P-009281-PHARMACY TCHN 3-SDMED|0|Position_Record_Number
40689456_0|P-005732-BUS DEV HC PROFL 4-SDMED|0|Position_Record_Number
40689459_0|P-009184-ULTRASOUND TCHNO LD-SDMED|0|Position_Record_Number
40689501_0|P-006231-RSCH CMPLNC ANL 4-SDMED|0|Position_Record_Number
40689506_0|P-009251-Call Center Specialist-SDCMP|0|Position_Record_Number
40689584_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689609_0|P-009252-Security Agent-SDMED|0|Position_Record_Number
40689613_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689648_0|P-009252-Room Service Attendant-SDMED|0|Position_Record_Number
40689690_0|P-004960-MPI Analyst-SDMED|0|Position_Record_Number
40689725_0|P-004855-PHARMACIST 5 HX-SDMED|0|Position_Record_Number
40689764_0|P-009252-Room Service Attendant-SDMED|0|Position_Record_Number
40689784_0|P-009251-Float Team Scheduling Coord-SDCMP|0|Position_Record_Number
40689840_0|P-004735-HEALTH INFO CODER 1-SDCMP|0|Position_Record_Number
40689877_0|P-009050-RESP THER 1-SDMED|0|Position_Record_Number
40689885_0|P-008917-VOC NURSE-SDMED|0|Position_Record_Number
40689906_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689976_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40690021_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40690067_0|P-008994-MED AST 2-SDMED|0|Position_Record_Number
40687723_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40687778_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40687804_0|P-009251-Registrar - Verifier-SDCMP|0|Position_Record_Number
40687812_0|P-009490-OCCUPATIONAL THER 2 PD-SDMED|0|Position_Record_Number
40687832_1|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40687970_0|P-009313-CLIN SOCIAL WORKER 3-SDMED|0|Position_Record_Number
40687988_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40687994_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40688038_0|P-009251-Call Center-Infusion Scheduler-SDMED|0|Position_Record_Number
40688090_0|P-007359-BUS TCHL SUPP ANL 2 TX-SDMED|0|Position_Record_Number
40688110_0|P-009000-HOSP BLANK AST 4-SDCMP|0|Position_Record_Number
40688161_0|P-008916-VOC NURSE SR-SDCMP|0|Position_Record_Number
40688213_0|P-009139-CLIN NURSE 2-SDCMP|0|Position_Record_Number
40688258_0|P-007589-REVENUE CYCLE HC ANL 3-SDMED|0|Position_Record_Number
40688322_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40688363_0|P-009251-Call Center Specialist-SDCMP|0|Position_Record_Number
40688424_0|P-007338-IT Scrty Risk-Compliance Anl-SDMED|0|Position_Record_Number
40688470_0|P-004179-CLIN NURSE EDUC 3-SDMED|0|Position_Record_Number
40688505_0|P-008138-ELECTRN-SDMED|0|Position_Record_Number
40688511_0|P-004263-ADMIN OFCR 2 CX-SDMED|0|Position_Record_Number
40688515_0|P-008922-NURSE AID SR-SDMED|0|Position_Record_Number
40688544_0|P-009048-RESP THER 2-SDMED|0|Position_Record_Number
40688557_0|P-005706-BUS INTEL SUPV 2-SDMED|0|Position_Record_Number
40688568_0|P-009012-RAD THER TCHNO SR-SDMED|0|Position_Record_Number
40688573_1|P-009251-Front Desk Coordinator-SDCMP|0|Position_Record_Number
40688590_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40688595_0|P-000562-Operational Efficiency Mgr-SDMED|0|Position_Record_Number
40688619_0|P-009251-Call Center Specialist-SDCMP|0|Position_Record_Number
40688640_0|P-009247-STAFF PHARMACIST 2-SDMED|0|Position_Record_Number
40688648_0|P-006621-Sr Pharmacy Manager-SDMED|0|Position_Record_Number
40688749_0|P-004663-PATIENT BILLER 3-SDCMP|0|Position_Record_Number
40688751_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40688787_0|P-009251-Front Desk-Infusion Coord-SDMED|0|Position_Record_Number
40688808_0|P-009252-Security Agent-SDMED|0|Position_Record_Number
40688811_0|P-009281-PHARMACY TCHN 3-SDMED|0|Position_Record_Number
40688863_0|P-008938-CLIN LAB SCI SPEC SR-SDMED|0|Position_Record_Number
40688876_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40688878_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689036_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689071_0|P-008274-CTRL UTILITY PLT OPR-SDMED|0|Position_Record_Number
40689092_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689173_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40689190_0|P-009139-CLIN NURSE 2-SDCMP|0|Position_Record_Number
40689204_0|P-009251-Call Center Specialist-SDCMP|0|Position_Record_Number
40689234_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689238_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689239_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689291_0|P-004663-PATIENT BILLER 3-SDMED|0|Position_Record_Number
40689311_0|P-004722-Care Navigator-SDCMP|0|Position_Record_Number
40689364_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689426_0|P-004663-PATIENT BILLER 3-SDMED|0|Position_Record_Number
40689433_0|P-009119-NURSE PD-SDMED|0|Position_Record_Number
40689445_0|P-006619-Supv Revenue Cycle HC-SDMED|0|Position_Record_Number
40689684_0|P-005643-FAC PROJECT MGT SPEC 5 HC-SDMED|0|Position_Record_Number
40689744_0|P-006582-Asst Dir PB Rev Cycle-SDCMP|0|Position_Record_Number
40689795_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689808_0|P-004662-PATIENT BILLER 4-SDMED|0|Position_Record_Number
40689813_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40689836_0|P-009252-Security Agent-SDMED|0|Position_Record_Number
40689845_0|P-009298-TELEMETRY TCHN-SDMED|0|Position_Record_Number
40689889_0|P-009049-REG RESP THER 1-SDMED|0|Position_Record_Number
40689913_0|P-008974-HOSP LAB TCHN 3-SDMED|0|Position_Record_Number
40689936_0|P-006531-REGL HC SPEC 4-SDMED|0|Position_Record_Number
40689937_0|P-009252-Room Service Attendant-SDMED|0|Position_Record_Number
40690001_0|P-009000-CNH Referral Coordinator-SDCMP|0|Position_Record_Number
40690081_0|P-007359-BUS TCHL SUPP ANL 2 TX-SDMED|0|Position_Record_Number
40690096_0|P-009054-RESP CARE PRACT TCHN-SDMED|0|Position_Record_Number
40690115_0|P-009281-PHARMACY TCHN 3-SDMED|0|Position_Record_Number
40690207_0|P-008793-SURGICAL TCHN PRN-SDMED|0|Position_Record_Number
40690269_1|P-009139-CLIN NURSE 2-SDCMP|0|Position_Record_Number
40690302_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40690330_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40690334_0|P-006600-Asst Dir OP Rehab Services-SDMED|0|Position_Record_Number
40690335_0|P-009022-RADLG TCHNO SR-SDMED|0|Position_Record_Number
40690503_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40690570_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40690632_0|P-009119-NURSE PD-SDMED|0|Position_Record_Number
40690694_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40690788_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40690846_0|P-009251-Call Center Specialist-SDCMP|0|Position_Record_Number
40690877_0|P-005234-FOOD SVC SUPV 1-SDMED|0|Position_Record_Number
40690890_0|P-008916-VOC NURSE SR-SDCMP|0|Position_Record_Number
40690951_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40691040_0|P-009251-Front Desk-Call Ctr Specialist-SDCMP|0|Position_Record_Number
40691056_0|P-007734-Finance & Business Ops Manager-SDMED|0|Position_Record_Number
40691069_1|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40691217_0|P-000549-Sr Dir Support Services-SDMED|0|Position_Record_Number
40691286_0|P-009251-Scheduler-SDCMP|0|Position_Record_Number
40691305_0|P-008920-EMERGENCY TRAUMA TCHN-SDMED|0|Position_Record_Number
40691339_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40691366_0|P-009251-Patient Access Representative-SDMED|0|Position_Record_Number
40691371_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40691392_0|P-009048-RESP THER 2-SDMED|0|Position_Record_Number
40691419_0|P-009293-PHLEBOTOMIST CERT TCHN 2-SDMED|0|Position_Record_Number
40691438_0|P-004582-Supv Lab Processing-SDMED|0|Position_Record_Number
40691513_0|P-008974-HOSP LAB TCHN 3-SDMED|0|Position_Record_Number
40692663_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40692664_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40692666_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40692681_0|P-008916-VOC NURSE SR-SDMED|0|Position_Record_Number
40692696_0|P-009247-STAFF PHARMACIST 2-SDCMP|0|Position_Record_Number
40692717_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40692812_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40692832_0|P-009243-HOSP AST 3 PD-SDCMP|0|Position_Record_Number
40692833_0|P-006489-Clinical Nurse Educator-SDMED|0|Position_Record_Number
40692855_3|P-008920-EMERGENCY TRAUMA TCHN-SDMED|0|Position_Record_Number
40692999_0|P-005130-MED CTR FOOD SVC WORKER SR-SDMED|0|Position_Record_Number
40693003_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40693006_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40693035_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40693137_0|P-009119-NURSE PD-SDMED|0|Position_Record_Number
40693246_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40693247_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40693306_0|P-008916-VOC NURSE SR-SDCMP|0|Position_Record_Number
40693347_0|P-004669-PAT BILL AND COLL SUPV 2-SDCMP|0|Position_Record_Number
40693377_1|S-005125-MED CTR COOK SR-SDMED|0|Position_Record_Number
40693381_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40693410_1|S-005445-FOOD SVC MGR AST-SDMED|0|Position_Record_Number
40693418_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40693437_0|P-007943-PHYS THER 3 NEX-SDMED|0|Position_Record_Number
40693498_0|P-008994-MED AST 2-SDMED|0|Position_Record_Number
40693691_0|P-004148-BUS DEV HC PROFL 3-SDMED|0|Position_Record_Number
40693727_0|P-004733-HEALTH INFO CODER 3-SDCMP|0|Position_Record_Number
40693728_1|P-008940-CLIN LAB SCI-SDMED|0|Position_Record_Number
40693731_0|P-007359-Field Support-Inventory Tech-SDMED|0|Position_Record_Number
40693773_1|P-006774-CLIN APPL TRAINER 3-SDMED|0|Position_Record_Number
40694085_0|P-008994-MED AST 2-SDCMP|0|Position_Record_Number
40694118_0|P-009139-CLIN NURSE 2-SDCMP|0|Position_Record_Number
40694153_0|P-009119-NURSE PD-SDMED|0|Position_Record_Number
40694212_1|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40694217_0|P-006478-Asst Dir UCSD at Home Prg-SDCMP|0|Position_Record_Number
40694229_0|P-009313-CLIN SOCIAL WORKER 3-SDMED|0|Position_Record_Number
40694271_0|P-009252-Security Agent-SDMED|0|Position_Record_Number
40694373_0|P-009247-STAFF PHARMACIST 2-SDMED|0|Position_Record_Number
40694399_0|P-009119-NURSE PD-SDMED|0|Position_Record_Number
40694437_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40694547_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40694565_0|P-009293-PHLEBOTOMIST CERT TCHN 2-SDCMP|0|Position_Record_Number
40694583_0|P-005126-MED CTR COOK-SDMED|0|Position_Record_Number
40694594_0|P-009252-Mental Health Worker-SDMED|0|Position_Record_Number
40694609_0|P-009251-Call Center Specialist-SDCMP|0|Position_Record_Number
40694612_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40694765_0|P-009314-CLIN SOCIAL WORKER 2-SDMED|0|Position_Record_Number
40694859_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40695074_0|P-004664-PATIENT BILLER 2-SDMED|0|Position_Record_Number
40695085_0|P-009251-Front Desk Coordinator-SDMED|0|Position_Record_Number
40695136_0|P-004663-PATIENT BILLER 3-SDMED|0|Position_Record_Number
40695155_2|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40695167_0|P-009048-RESP THER 2-SDMED|0|Position_Record_Number
40695180_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40695217_0|P-009219-STERILE PROCESSING TCHN 3-SDMED|0|Position_Record_Number
40695510_0|P-004672-CLERK SR OR SECR-SDMED|0|Position_Record_Number
40695517_1|P-006621-Mgr Epic Medication Process-SDMED|0|Position_Record_Number
40695527_0|P-008922-NURSE AID SR-SDMED|0|Position_Record_Number
40695571_0|P-006499-INFECTION PREVENTION CRD 4-SDMED|0|Position_Record_Number
40695576_0|P-006508-Assistant Nurse Manager-SDMED|0|Position_Record_Number
40695587_0|P-009281-PHARMACY TCHN 3-SDMED|0|Position_Record_Number
40695594_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
